SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
11172,3,76379,405,6,0.05,2.44,25/04/2023 17:59,T-508271
11173,19,76379,405,18,0.2,6.16,25/08/2023 10:36,T-508122
11174,16,76379,414,4,0,332.23,09/06/2024 13:04,T-512028
11175,7,5660,405,1,0,0.43,04/02/2023 16:05,T-507173
11176,18,76379,200,4,0,44.52,01/05/2024 16:46,T-513288
11177,20,76379,200,6,0.05,63.44,20/10/2024 14:06,T-507017
11178,23,76379,405,1,0,0.43,07/07/2023 08:17,T-506786
11179,10,38234,405,2,0,0.86,08/06/2024 08:40,T-506198
11180,9,76379,405,4,0,1.71,24/04/2023 08:56,T-513343
11181,20,76379,405,2,0,0.86,04/08/2024 15:32,T-500873
11182,8,5660,405,2,0,0.86,14/10/2024 08:05,T-509402
11183,10,5660,405,1,0,0.43,20/10/2024 12:30,T-506008
11184,6,76379,405,5,0.05,2.03,14/07/2024 12:26,T-510013
11185,1,25390,55,5,0.05,31.44,08/02/2023 09:43,T-511495
11186,10,76379,405,3,0,1.28,26/11/2024 17:00,T-508467
11187,13,38234,420,1,0,69.92,01/07/2024 15:44,T-503149
11188,19,76379,405,2,0,0.86,16/06/2024 12:18,T-506292
11189,15,87446,405,4,0,1.71,16/12/2023 16:53,T-500398
11190,1,87241,405,13,0.15,4.73,07/09/2023 09:37,T-510242
11191,1,76426,405,4,0,1.71,02/02/2024 10:44,T-505598
11192,17,76379,405,3,0,1.28,19/12/2024 15:07,T-508279
11193,9,5660,405,13,0.15,4.73,16/03/2023 10:52,T-509476
11194,4,30540,420,4,0,279.67,20/11/2023 15:24,T-507583
11195,1,76379,62,3,0,58.57,11/12/2024 12:25,T-505846
11196,9,33391,405,13,0.15,4.73,05/09/2024 12:05,T-507380
11197,2,76379,200,6,0.05,63.44,25/05/2024 12:57,T-509987
11198,21,76379,420,5,0.05,332.1,23/07/2023 13:47,T-507498
11199,14,48488,405,1,0,0.43,29/06/2023 15:41,T-503694
11200,17,77873,200,2,0,22.26,02/03/2024 13:27,T-501341
11201,20,5660,405,2,0,0.86,24/12/2023 12:31,T-501318
11202,21,76379,405,2,0,0.86,13/04/2024 18:29,T-504582
11203,7,58625,426,2,0,167.15,28/08/2024 16:46,T-514296
11204,9,62946,405,5,0.05,2.03,28/12/2023 12:48,T-511539
11205,17,76379,405,4,0.05,1.63,01/09/2023 15:28,T-513830
11206,9,33391,200,2,0,22.26,15/08/2023 10:19,T-507681
11207,4,76379,405,4,0,1.71,28/05/2023 12:51,T-513177
11208,9,13848,200,3,0,33.39,20/12/2024 17:47,T-503679
11209,12,98747,405,1,0,0.43,06/06/2024 14:03,T-509362
11210,11,45769,200,3,0,33.39,29/11/2023 19:07,T-505696
11211,15,76379,414,4,0,332.23,26/05/2023 13:29,T-501887
11212,20,31581,405,2,0,0.86,01/07/2023 10:45,T-511490
11213,15,76379,195,3,0,10.56,12/12/2024 19:57,T-500584
11214,16,20254,405,3,0,1.28,28/10/2024 15:58,T-510433
11215,10,48488,405,2,0,0.86,25/12/2023 13:27,T-513626
11216,13,76379,405,9,0.1,3.47,08/09/2023 16:51,T-509871
11217,9,15527,200,5,0.05,52.87,26/04/2024 13:46,T-513739
11218,23,38234,405,10,0.1,3.85,13/01/2023 08:06,T-509823
11219,3,76379,152,1,0,58.81,18/05/2024 16:00,T-505297
11220,3,76379,200,1,0,11.13,30/10/2023 12:52,T-502134
11221,2,76379,405,5,0.05,2.03,07/08/2023 10:58,T-504383
11222,22,9755,405,8,0.1,3.08,08/02/2023 15:20,T-507598
11223,14,76426,200,16,0.2,142.46,25/05/2024 12:37,T-513917
11224,12,76379,200,16,0.2,142.46,02/10/2023 10:17,T-501839
11225,11,48488,405,2,0,0.86,09/06/2024 12:43,T-503983
11226,22,76379,200,1,0,11.13,04/07/2024 15:51,T-502891
11227,1,76379,405,1,0,0.43,16/11/2024 14:19,T-505464
11228,10,76379,405,9,0.1,3.47,08/12/2023 14:06,T-507479
11229,10,5660,405,12,0.15,4.36,03/05/2023 10:39,T-501446
11230,15,20254,200,1,0,11.13,02/08/2024 18:49,T-501481
11231,16,76379,426,2,0,167.15,29/12/2024 14:07,T-509378
11232,1,52278,405,11,0.1,4.24,03/08/2024 15:08,T-509606
11233,17,80506,405,2,0,0.86,23/12/2023 09:15,T-512826
11234,11,76379,426,2,0,167.15,02/09/2024 17:00,T-505473
11235,23,76379,405,9,0.1,3.47,16/05/2024 08:07,T-515044
11236,10,76379,405,12,0.15,4.36,23/12/2023 16:48,T-513575
11237,3,34406,405,21,0.25,6.74,27/11/2024 14:02,T-508998
11238,7,19147,426,3,0,250.73,22/11/2023 16:36,T-511213
11239,12,70505,393,10,0.1,539.61,30/07/2023 14:52,T-504770
11240,13,70505,405,5,0.05,2.03,29/01/2023 14:28,T-503582
11241,2,33391,426,1,0,83.58,29/06/2023 17:56,T-500032
11242,13,76379,426,11,0.15,781.43,30/09/2023 16:09,T-505929
11243,17,5660,420,1,0,69.92,20/11/2024 10:00,T-501672
11244,15,58625,200,17,0.25,141.9,29/12/2024 11:56,T-501064
11245,8,15527,405,13,0.15,4.73,17/09/2023 15:45,T-500342
11246,12,34406,405,17,0.2,5.82,25/01/2024 18:21,T-514799
11247,21,87241,200,15,0.2,133.55,19/08/2024 15:02,T-500100
11248,14,76379,405,4,0.05,1.63,18/01/2023 13:30,T-514021
11249,15,5660,405,2,0,0.86,12/12/2023 12:12,T-504340
11250,12,76379,405,2,0,0.86,31/08/2023 12:40,T-506891
11251,23,15527,426,9,0.1,676.96,11/03/2023 08:25,T-510839
11252,16,76379,152,9,0.25,396.99,06/11/2024 17:45,T-500278
11253,22,115,200,2,0,22.26,25/06/2023 15:48,T-501155
11254,19,76379,195,6,0.1,19.01,19/11/2024 15:23,T-507971
11255,8,76379,195,12,0.15,35.91,25/03/2024 14:08,T-502049
11256,19,70505,405,3,0,1.28,25/01/2024 10:26,T-500309
11257,8,15527,405,15,0.15,5.45,10/12/2023 11:23,T-508015
11258,21,76379,152,2,0.05,111.74,30/08/2024 14:58,T-502367
11259,6,76379,426,3,0,250.73,14/02/2023 18:52,T-509758
11260,15,70505,195,9,0.15,26.93,08/07/2023 17:31,T-501170
11261,16,76379,200,2,0,22.26,17/09/2023 16:21,T-507069
11262,18,49504,405,2,0,0.86,14/12/2024 13:18,T-514833
11263,15,76379,82,2,0,113.62,28/12/2024 13:22,T-505033
11264,12,76379,405,2,0,0.86,15/06/2023 14:09,T-504153
11265,17,76379,405,2,0,0.86,12/06/2024 09:30,T-512619
11266,15,45889,426,16,0.2,1069.77,10/12/2023 13:02,T-512607
11267,11,87241,405,15,0.15,5.45,13/10/2023 18:30,T-515316
11268,18,76379,200,5,0.05,52.87,19/11/2023 14:33,T-503989
11269,20,87446,405,3,0,1.28,31/01/2024 14:07,T-506007
11270,21,87241,200,6,0.05,63.44,03/06/2023 18:32,T-503352
11271,1,87446,405,7,0.05,2.84,04/03/2024 16:09,T-514536
11272,20,76379,405,13,0.15,4.73,07/09/2024 09:04,T-512270
11273,20,76379,405,14,0.15,5.09,15/11/2024 17:27,T-510323
11274,17,76426,405,8,0.1,3.08,23/04/2024 16:27,T-506313
11275,1,94783,405,2,0,0.86,22/05/2023 14:56,T-508829
11276,23,76379,200,11,0.15,104.06,05/11/2023 14:36,T-500405
11277,18,76379,200,3,0,33.39,18/08/2023 14:50,T-508136
11278,23,76379,420,7,0.1,440.47,09/09/2023 14:27,T-513766
11279,6,76379,405,2,0,0.86,04/05/2024 13:26,T-506868
11280,10,52278,195,3,0,10.56,13/10/2023 12:09,T-501611
11281,10,76379,405,4,0,1.71,30/08/2023 13:13,T-507456
11282,15,87241,405,6,0.05,2.44,23/04/2023 12:04,T-509308
11283,13,76379,405,10,0.1,3.85,29/01/2023 13:38,T-507969
11284,7,45169,405,3,0,1.28,30/06/2024 11:17,T-504632
11285,18,87241,405,7,0.05,2.84,27/07/2024 14:52,T-511473
11286,12,76379,200,1,0,11.13,09/12/2023 08:17,T-504717
11287,2,76379,426,3,0,250.73,09/10/2023 14:12,T-500629
11288,20,76379,405,4,0,1.71,25/08/2024 12:05,T-511852
11289,14,15527,405,4,0,1.71,19/12/2023 10:24,T-512603
11290,13,5660,405,5,0.05,2.03,02/12/2023 09:45,T-512634
11291,2,76379,152,1,0,58.81,30/11/2024 18:46,T-509691
11292,20,58625,405,2,0,0.86,13/08/2024 16:27,T-510663
11293,21,76379,200,18,0.25,150.25,01/06/2024 09:18,T-504998
11294,1,76379,405,14,0.15,5.09,26/05/2023 13:27,T-509544
11295,7,93790,405,9,0.1,3.47,23/06/2023 13:04,T-512387
11296,6,52278,405,2,0,0.86,15/10/2023 14:45,T-510687
11297,5,52021,405,17,0.2,5.82,12/01/2023 08:12,T-505904
11298,16,76379,405,2,0,0.86,13/07/2024 17:04,T-503210
11299,6,5660,426,3,0,250.73,07/09/2023 10:16,T-503869
11300,9,76379,405,21,0.25,6.74,21/01/2024 16:27,T-515113
11301,3,52278,200,5,0.05,52.87,08/02/2024 13:21,T-504438
11302,1,76379,420,2,0,139.83,23/06/2023 14:52,T-513582
11303,9,52278,200,2,0,22.26,30/12/2024 18:03,T-510086
11304,7,54866,200,3,0,33.39,23/10/2024 19:12,T-505266
11305,18,76379,405,19,0.2,6.5,17/06/2023 11:39,T-503030
11306,2,76379,405,1,0,0.43,04/03/2023 15:41,T-512587
11307,12,33391,405,4,0,1.71,08/04/2024 10:06,T-508078
11308,12,61315,152,2,0,117.63,15/05/2023 17:08,T-513103
11309,2,58625,200,1,0,11.13,19/05/2024 16:09,T-504244
11310,20,15527,426,1,0,83.58,22/12/2023 11:46,T-514548
11311,18,76379,405,2,0,0.86,21/10/2023 17:59,T-502649
11312,3,38234,200,14,0.2,124.65,20/05/2024 19:52,T-509757
11313,15,76379,195,3,0,10.56,19/12/2023 17:14,T-515063
11314,21,73178,420,8,0.15,475.43,24/11/2023 09:31,T-500883
11315,7,38234,405,4,0,1.71,03/07/2024 10:09,T-504318
11316,21,76379,200,19,0.25,158.6,10/01/2023 19:15,T-500047
11317,3,76379,405,9,0.1,3.47,14/07/2024 13:13,T-503163
11318,1,87446,405,15,0.15,5.45,05/09/2024 08:37,T-514492
11319,12,34406,200,8,0.1,80.13,11/12/2023 17:29,T-511187
11320,18,5660,426,10,0.1,752.18,24/10/2023 17:19,T-501277
11321,11,63373,405,9,0.1,3.47,06/11/2024 17:55,T-501325
11322,20,76379,195,10,0.15,29.93,06/08/2023 14:34,T-508046
11323,10,62946,426,1,0,83.58,24/04/2023 17:08,T-502162
11324,15,76426,405,14,0.15,5.09,31/05/2023 13:05,T-505933
11325,1,76379,405,3,0,1.28,23/08/2024 16:00,T-510246
11326,20,62946,405,14,0.15,5.09,11/08/2024 11:05,T-510518
11327,3,76379,405,2,0,0.86,24/02/2024 10:46,T-501139
11328,5,88682,405,5,0.05,2.03,24/04/2024 17:37,T-502911
11329,2,76379,200,6,0.05,63.44,23/03/2024 18:05,T-513024
11330,7,87241,405,3,0,1.28,12/08/2023 14:57,T-507722
11331,19,35622,200,1,0,11.13,08/11/2024 12:41,T-510782
11332,2,56114,200,1,0,11.13,10/11/2024 14:16,T-510824
11333,15,31581,405,1,0,0.43,15/11/2024 15:53,T-509901
11334,22,87446,62,24,0.25,351.39,24/05/2023 08:12,T-511458
11335,10,76379,405,3,0,1.28,28/01/2024 15:36,T-509500
11336,21,60840,405,13,0.15,4.73,23/06/2023 13:57,T-505120
11337,6,28949,414,6,0.05,473.43,16/08/2023 15:20,T-512759
11338,19,76379,405,7,0.05,2.84,20/02/2023 11:56,T-512575
11339,21,76379,200,3,0,33.39,24/10/2024 08:37,T-509839
11340,20,76379,405,2,0,0.86,25/05/2024 19:47,T-509647
11341,6,87241,405,2,0,0.86,19/07/2024 11:44,T-512712
11342,4,76379,405,1,0,0.43,30/09/2023 14:44,T-509420
11343,16,76379,195,4,0.05,13.38,14/01/2023 19:08,T-504762
11344,13,76379,405,7,0.05,2.84,04/08/2023 12:12,T-500513
11345,6,58625,405,3,0,1.28,04/02/2023 16:21,T-501440
11346,23,76379,405,6,0.05,2.44,28/01/2024 11:42,T-508776
11347,16,31581,426,10,0.1,752.18,11/07/2023 08:31,T-508240
11348,16,52278,405,4,0,1.71,06/05/2023 08:09,T-500965
11349,20,61315,426,4,0,334.3,26/11/2024 19:43,T-506289
11350,3,9755,200,6,0.05,63.44,07/02/2024 18:48,T-505161
11351,2,76379,420,3,0,209.75,14/02/2024 15:30,T-502133
11352,23,66225,405,8,0.1,3.08,11/08/2024 12:09,T-507772
11353,23,52278,426,10,0.15,710.4,20/05/2024 13:12,T-505675
11354,22,5660,405,13,0.15,4.73,21/04/2023 14:23,T-509173
11355,20,5660,405,3,0,1.28,11/09/2023 08:38,T-514152
11356,10,22489,405,18,0.2,6.16,08/10/2023 16:02,T-505552
11357,14,11671,405,10,0.1,3.85,02/03/2023 14:38,T-502093
11358,17,76379,195,6,0.05,20.07,29/04/2024 14:57,T-501776
11359,11,76379,405,13,0.15,4.73,14/07/2024 13:25,T-507548
11360,6,76379,200,4,0,44.52,03/08/2024 13:09,T-503416
11361,17,66811,405,2,0,0.86,22/07/2024 11:09,T-513983
11362,12,76379,405,1,0,0.43,22/10/2023 16:08,T-506433
11363,17,70505,62,16,0.15,265.5,03/11/2023 11:59,T-502334
11364,12,87446,55,12,0.1,71.48,05/05/2023 10:45,T-507366
11365,23,76379,405,4,0,1.71,29/01/2024 17:22,T-514210
11366,13,45169,200,10,0.15,94.6,03/08/2024 13:36,T-505172
11367,9,76379,62,3,0,58.57,27/10/2023 11:01,T-503790
11368,9,5660,62,7,0.05,129.82,12/09/2023 13:28,T-509874
11369,12,48488,405,15,0.15,5.45,07/09/2023 10:20,T-507433
11370,19,76379,405,2,0,0.86,30/12/2023 08:44,T-513106
11371,1,87241,405,6,0.05,2.44,07/09/2023 09:37,T-510242
11372,12,76379,405,15,0.15,5.45,03/08/2023 18:40,T-513879
11373,2,5660,405,12,0.15,4.36,20/07/2023 19:53,T-514197
11374,10,52278,405,3,0,1.28,10/06/2024 19:43,T-511732
11375,23,87241,405,8,0.1,3.08,29/07/2023 14:18,T-509930
11376,19,76379,200,15,0.2,133.55,14/04/2023 13:05,T-506311
11377,5,76379,405,3,0,1.28,03/11/2023 13:37,T-505575
11378,20,68045,200,8,0.1,80.13,08/12/2023 11:40,T-503970
11379,1,97936,184,23,0.25,458.46,13/12/2024 19:38,T-505935
11380,22,76379,200,18,0.25,150.25,03/03/2024 13:24,T-507570
11381,6,95636,405,3,0,1.28,13/12/2024 16:57,T-507049
11382,14,76379,405,2,0,0.86,21/01/2024 12:07,T-512518
11383,15,87446,405,2,0,0.86,02/02/2024 18:14,T-502672
11384,20,76379,405,3,0,1.28,06/07/2023 12:50,T-508714
11385,16,76379,405,3,0,1.28,13/07/2024 17:04,T-503210
11386,20,45889,200,2,0,22.26,24/06/2023 12:28,T-513914
11387,5,38255,200,4,0.05,42.29,22/12/2024 14:05,T-504022
11388,7,54866,405,22,0.25,7.06,23/10/2024 19:12,T-505266
11389,22,76379,426,11,0.15,781.43,18/08/2023 18:33,T-507953
11390,21,87446,200,4,0.05,42.29,04/03/2024 13:41,T-504819
11391,12,76379,405,21,0.25,6.74,30/12/2024 14:44,T-512212
11392,22,31581,195,2,0,7.04,18/03/2023 17:37,T-511143
11393,2,65488,200,3,0,33.39,01/05/2023 15:47,T-509254
11394,3,76379,405,1,0,0.43,21/04/2024 15:13,T-502665
11395,3,76379,405,1,0,0.43,05/11/2024 11:33,T-510502
11396,15,76379,405,3,0,1.28,26/09/2023 18:10,T-509239
11397,13,76379,200,3,0,33.39,03/11/2024 11:34,T-500853
11398,2,76379,259,3,0,202.31,03/12/2023 13:48,T-515088
11399,11,67309,405,6,0.05,2.44,19/10/2023 09:38,T-515215
11400,3,76379,426,13,0.2,869.19,10/06/2024 10:39,T-504750
11401,18,87446,426,3,0,250.73,12/11/2024 10:02,T-506462
11402,2,61315,405,6,0.05,2.44,05/06/2024 19:09,T-502261
11403,12,87446,426,1,0,83.58,28/11/2024 09:13,T-511162
11404,16,76379,405,5,0.05,2.03,04/07/2024 11:27,T-504291
11405,9,9755,405,2,0,0.86,23/12/2023 13:10,T-513182
11406,1,7151,200,2,0,22.26,04/10/2024 19:25,T-504063
11407,18,31581,420,3,0,209.75,04/10/2023 19:27,T-507726
11408,22,76379,420,3,0,209.75,23/10/2023 19:39,T-507326
11409,14,76379,405,3,0,1.28,04/12/2024 19:47,T-500406
11410,12,76379,405,2,0,0.86,05/05/2023 15:27,T-512835
11411,3,76379,405,9,0.1,3.47,12/04/2023 19:55,T-504934
11412,10,76379,62,12,0.1,210.83,02/01/2024 10:55,T-514634
11413,8,76379,405,2,0,0.86,02/11/2024 13:18,T-515235
11414,18,58625,405,12,0.15,4.36,31/01/2023 18:30,T-513808
11415,16,76379,405,5,0.05,2.03,19/01/2024 14:30,T-508712
11416,10,23020,405,2,0,0.86,07/02/2023 12:02,T-505950
11417,2,76379,200,2,0,22.26,04/06/2023 11:46,T-508965
11418,23,76379,200,7,0.1,70.12,10/05/2024 18:04,T-500555
11419,21,5660,420,1,0,69.92,06/05/2023 08:05,T-508867
11420,19,70505,200,11,0.15,104.06,06/02/2023 16:15,T-513639
11421,7,36767,426,1,0,83.58,20/01/2024 15:19,T-512242
11422,13,38234,405,3,0,1.28,01/09/2023 13:30,T-505827
11423,1,4079,426,9,0.1,676.96,24/11/2023 14:05,T-503718
11424,17,52278,405,9,0.1,3.47,28/07/2023 10:36,T-504754
11425,17,28949,426,4,0,334.3,26/10/2023 08:07,T-513735
11426,8,76379,405,3,0,1.28,25/04/2024 09:39,T-503758
11427,22,70505,405,5,0.05,2.03,05/12/2024 15:03,T-503278
11428,15,87241,200,2,0,22.26,04/05/2023 08:15,T-506580
11429,6,31581,405,2,0,0.86,21/12/2024 18:21,T-513525
11430,9,76379,200,3,0,33.39,06/08/2024 15:35,T-501297
11431,4,52278,200,5,0.05,52.87,10/06/2023 18:02,T-503639
11432,21,52021,152,2,0,117.63,15/03/2024 14:52,T-504726
11433,22,71252,405,3,0,1.28,14/09/2024 10:26,T-515181
11434,8,31140,200,6,0.05,63.44,13/12/2024 18:57,T-507543
11435,12,23055,200,5,0.05,52.87,14/12/2024 17:34,T-513386
11436,1,76379,200,11,0.15,104.06,29/07/2023 15:11,T-504448
11437,2,76379,200,15,0.2,133.55,10/06/2023 11:20,T-501588
11438,15,38234,405,12,0.15,4.36,19/04/2024 18:29,T-502030
11439,7,70505,405,1,0,0.43,20/08/2023 14:41,T-512209
11440,18,87446,426,10,0.1,752.18,05/05/2024 14:22,T-507636
11441,13,76379,200,5,0.05,52.87,19/05/2023 13:05,T-501294
11442,10,34406,200,6,0.05,63.44,20/07/2024 13:33,T-507752
11443,6,76379,405,2,0,0.86,30/12/2023 19:14,T-502567
11444,20,76379,426,1,0,83.58,07/03/2024 10:50,T-505393
11445,16,52278,200,3,0,33.39,20/07/2023 08:04,T-501459
11446,16,67309,426,1,0,83.58,16/01/2023 17:02,T-510199
11447,9,76379,405,19,0.2,6.5,31/05/2024 12:09,T-506591
11448,22,70505,405,4,0.05,1.63,02/06/2023 18:31,T-509952
11449,17,76379,405,16,0.2,5.48,10/01/2024 15:18,T-509773
11450,8,11671,405,4,0,1.71,18/06/2024 10:56,T-501085
11451,18,52278,405,18,0.2,6.16,01/06/2024 15:58,T-501018
11452,17,8125,426,2,0,167.15,11/10/2023 12:19,T-510449
11453,14,30768,405,2,0,0.86,25/03/2023 13:52,T-506290
11454,3,76379,405,3,0,1.28,12/06/2023 12:55,T-513600
11455,7,76379,405,1,0,0.43,13/10/2024 15:34,T-500622
11456,18,52278,405,18,0.2,6.16,15/03/2023 16:49,T-515284
11457,4,76379,420,5,0.05,332.1,18/04/2023 08:48,T-507260
11458,4,76379,387,3,0,124.92,13/05/2024 14:01,T-504890
11459,9,76379,405,2,0,0.86,14/01/2024 15:07,T-500386
11460,14,62946,405,18,0.2,6.16,05/08/2023 14:44,T-512307
11461,11,15527,414,11,0.1,822.28,20/09/2024 16:24,T-509926
11462,22,87241,152,2,0,117.63,19/01/2023 18:12,T-504525
11463,23,76379,414,4,0,332.23,26/10/2024 10:00,T-503087
11464,7,15527,200,3,0,33.39,27/08/2023 16:27,T-509412
11465,10,76379,200,1,0,11.13,09/06/2024 14:45,T-514164
11466,16,58625,405,8,0.1,3.08,11/12/2024 15:55,T-503632
11467,12,34946,200,3,0,33.39,01/06/2024 11:23,T-500960
11468,15,76379,405,1,0,0.43,12/08/2024 18:46,T-508316
11469,16,34946,426,3,0,250.73,17/08/2024 19:10,T-505651
11470,4,5660,420,3,0,209.75,11/09/2023 12:13,T-502647
11471,11,92223,405,3,0,1.28,05/06/2023 10:36,T-512502
11472,14,76379,405,2,0,0.86,05/04/2024 11:54,T-512703
11473,2,76379,405,12,0.15,4.36,24/03/2024 15:38,T-514883
11474,21,76379,426,4,0,334.3,04/04/2024 16:01,T-507409
11475,10,76379,405,3,0,1.28,23/03/2024 19:29,T-500516
11476,15,34406,405,2,0,0.86,29/04/2024 09:15,T-508035
11477,4,5660,107,11,0.1,73.41,15/08/2023 16:05,T-512871
11478,4,76379,405,4,0,1.71,04/03/2024 12:55,T-509435
11479,15,76379,405,6,0.05,2.44,06/05/2023 12:12,T-514721
11480,21,75255,405,10,0.1,3.85,09/12/2023 15:30,T-513905
11481,20,27621,414,17,0.15,1200.2,10/04/2024 19:07,T-508567
11482,18,76379,405,10,0.1,3.85,05/05/2024 13:32,T-513559
11483,23,76379,420,2,0.05,132.84,14/05/2023 16:12,T-501127
11484,13,31581,426,2,0,167.15,01/11/2024 17:04,T-501466
11485,3,76379,405,2,0,0.86,06/03/2024 12:12,T-503111
11486,14,83329,405,5,0.05,2.03,16/08/2023 15:00,T-513617
11487,14,5660,405,3,0,1.28,26/05/2024 13:54,T-509229
11488,11,15527,405,2,0,0.86,20/09/2024 16:24,T-509926
11489,7,76379,200,8,0.1,80.13,23/04/2023 15:54,T-514648
11490,8,76379,92,18,0.15,921.31,22/12/2023 12:45,T-513587
11491,6,52278,200,5,0.05,52.87,04/02/2023 19:17,T-508967
11492,5,76379,405,1,0,0.43,26/11/2023 12:54,T-508153
11493,10,93790,405,3,0,1.28,29/10/2024 14:28,T-513636
11494,3,76379,195,3,0,10.56,10/06/2024 10:39,T-504750
11495,6,76379,426,3,0,250.73,26/10/2023 11:39,T-510301
11496,5,26299,200,6,0.05,63.44,23/12/2024 14:57,T-513356
11497,7,33391,405,3,0,1.28,11/09/2024 14:45,T-514861
11498,22,76379,405,12,0.15,4.36,05/10/2024 09:27,T-506775
11499,7,76379,405,10,0.1,3.85,31/10/2024 16:22,T-509719
11500,10,21368,405,5,0.05,2.03,21/09/2023 15:44,T-510944
11501,15,76379,200,10,0.1,100.17,21/01/2024 13:54,T-501427
11502,22,52278,195,1,0,3.52,28/08/2023 10:55,T-513960
11503,10,76379,200,11,0.15,104.06,05/01/2023 19:09,T-515323
11504,12,62946,405,11,0.1,4.24,04/05/2023 12:26,T-502478
11505,11,5660,200,4,0,44.52,11/11/2023 19:16,T-508889
11506,10,76379,405,9,0.1,3.47,13/12/2023 17:06,T-507199
11507,23,76379,200,1,0,11.13,21/01/2023 09:28,T-515484
11508,8,52278,426,2,0,167.15,14/08/2023 18:52,T-505423
11509,15,52021,405,3,0,1.28,04/10/2023 14:04,T-508583
11510,10,87446,405,4,0.05,1.63,30/05/2024 13:54,T-508693
11511,17,52278,405,16,0.2,5.48,19/09/2024 19:21,T-506473
11512,11,15527,200,2,0,22.26,22/03/2024 10:07,T-510867
11513,20,71128,405,10,0.1,3.85,31/05/2024 13:25,T-506778
11514,8,76379,405,2,0,0.86,01/02/2024 10:16,T-511987
11515,21,20453,405,2,0,0.86,25/10/2023 09:31,T-508277
11516,10,76379,405,2,0,0.86,26/06/2023 11:12,T-501362
11517,5,76379,405,2,0,0.86,06/10/2024 11:09,T-503469
11518,23,56114,405,1,0,0.43,12/09/2024 17:42,T-501834
11519,18,87446,178,2,0,104.72,26/06/2023 14:05,T-503081
11520,20,76379,405,4,0,1.71,04/02/2023 09:55,T-504057
11521,21,87241,152,2,0,117.63,15/05/2023 16:40,T-502874
11522,12,5660,200,3,0,33.39,05/08/2023 11:44,T-501458
11523,14,76379,152,2,0,117.63,21/02/2024 13:35,T-504837
11524,17,76379,426,6,0.05,476.38,19/03/2024 09:09,T-507191
11525,15,76379,420,3,0,209.75,26/08/2023 17:47,T-513771
11526,13,87241,405,3,0,1.28,28/10/2023 10:06,T-514470
11527,15,45858,426,2,0,167.15,07/04/2024 13:20,T-502354
11528,20,76379,405,22,0.25,7.06,26/04/2024 15:39,T-501937
11529,16,76379,405,7,0.05,2.84,07/09/2023 13:30,T-513050
11530,14,25104,405,10,0.1,3.85,01/01/2023 11:47,T-502199
11531,13,76379,200,9,0.1,90.15,03/10/2024 13:13,T-508702
11532,19,23344,303,13,0.2,755.18,16/06/2024 13:03,T-515277
11533,20,76379,200,11,0.15,104.06,15/06/2024 08:31,T-512155
11534,14,76379,152,7,0.15,349.94,06/12/2023 16:40,T-504873
11535,18,76379,405,3,0,1.28,26/12/2024 08:34,T-508089
11536,13,76379,426,4,0,334.3,27/08/2023 14:00,T-502508
11537,1,76379,405,15,0.15,5.45,22/04/2023 15:31,T-509734
11538,13,5660,426,7,0.05,555.78,19/06/2024 14:02,T-513055
11539,17,76379,200,1,0,11.13,08/06/2024 13:56,T-508960
11540,22,45169,405,15,0.15,5.45,22/05/2024 12:57,T-502284
11541,14,52278,405,9,0.1,3.47,19/05/2024 16:18,T-505673
11542,18,76379,405,3,0,1.28,30/07/2023 11:49,T-504864
11543,21,76379,405,2,0,0.86,28/12/2024 15:15,T-509414
11544,5,15527,152,1,0,58.81,30/07/2024 13:54,T-506490
11545,3,52278,405,4,0.05,1.63,19/07/2024 08:54,T-500905
11546,17,76379,405,7,0.05,2.84,08/12/2023 11:10,T-514786
11547,19,52278,200,2,0,22.26,17/12/2023 12:09,T-505689
11548,21,76379,426,6,0.05,476.38,23/07/2024 08:12,T-514336
11549,13,76379,405,9,0.1,3.47,08/09/2023 11:14,T-505277
11550,6,81446,200,3,0,33.39,22/05/2023 13:01,T-508755
11551,5,76379,405,2,0,0.86,22/10/2024 12:06,T-509031
11552,10,76379,405,13,0.15,4.73,10/09/2024 12:09,T-500800
11553,4,76379,426,2,0,167.15,28/09/2024 08:12,T-508572
11554,15,33391,200,17,0.25,141.9,05/02/2024 19:07,T-506843
11555,11,31581,405,5,0.05,2.03,20/06/2024 08:31,T-505523
11556,6,22489,405,2,0,0.86,06/07/2024 17:53,T-513620
11557,7,76379,405,1,0,0.43,27/07/2023 18:26,T-502318
11558,7,76379,359,1,0,69.03,11/02/2024 14:22,T-500534
11559,8,10074,405,12,0.15,4.36,29/08/2024 08:28,T-506586
11560,6,94783,405,2,0,0.86,01/08/2023 17:33,T-514055
11561,6,76379,405,3,0,1.28,23/07/2023 15:48,T-504496
11562,19,58217,200,2,0,22.26,12/06/2023 16:27,T-502533
11563,14,76379,405,15,0.15,5.45,09/09/2024 10:58,T-503716
11564,1,76379,405,1,0,0.43,15/07/2023 16:37,T-505671
11565,10,76379,152,4,0,235.25,26/11/2024 17:00,T-508467
11566,18,60840,200,3,0,33.39,02/11/2023 09:00,T-512689
11567,11,61315,405,1,0,0.43,16/01/2023 11:38,T-501189
11568,2,58625,405,2,0,0.86,19/09/2024 18:39,T-504187
11569,3,31581,405,2,0,0.86,31/08/2023 12:11,T-511184
11570,2,76379,405,10,0.1,3.85,13/04/2023 10:52,T-510657
