ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
331,Cookies Cereal Nut,67.3505,1,High,34:09.2,Durable,Unknown,80
332,Bouq All Italian - Primerba,59.7578,10,Low,47:00.1,Unknown,FALSE,0
333,Cheese - Cottage Cheese,20.2364,4,High,25:05.5,Weak,FALSE,0
334,Ecolab - Lime - A - Way 4/4 L,21.6133,5,High,07:50.9,Weak,TRUE,0
335,"Oil - Shortening,liqud, Fry",18.4231,3,Low,59:25.0,Weak,Unknown,84
336,Broom - Corn,71.9241,5,Low,15:47.5,Durable,TRUE,0
337,Bread - Rye,83.5373,2,Low,50:53.4,Durable,TRUE,0
338,Cheese - Camembert,28.9899,4,Low,22:26.0,Durable,Unknown,0
339,Beef - Striploin Aa,2.389,7,Medium,13:52.8,Weak,Unknown,0
340,Veal - Sweetbread,28.2349,7,High,41:07.7,Durable,TRUE,0
341,"Bread - Roll, Canadian Dinner",90.2641,2,Low,29:23.2,Weak,TRUE,0
342,Mangoes,69.5881,5,Medium,07:49.6,Unknown,FALSE,51
343,Otomegusa Dashi Konbu,51.2061,10,High,03:49.2,Durable,FALSE,0
344,Sausage - Liver,63.5389,7,Low,32:22.1,Unknown,FALSE,114
345,Bread - Calabrese Baguette,98.5978,2,Medium,06:33.9,Durable,FALSE,67
346,Cheese - Parmesan Grated,17.1914,4,Low,50:07.5,Unknown,TRUE,0
347,Pail For Lid 1537,94.6253,10,Low,34:48.9,Unknown,TRUE,0
348,Pasta - Cheese / Spinach Bauletti,55.3683,4,Low,06:49.9,Durable,TRUE,54
349,Puree - Mocha,86.9086,8,Medium,37:36.4,Unknown,TRUE,0
350,Isomalt,82.83,3,Low,32:57.4,Unknown,TRUE,0
351,Hot Chocolate - Individual,96.0823,1,High,49:13.3,Durable,Unknown,0
352,"Beef - Tenderlion, Center Cut",24.6393,7,Low,41:56.1,Unknown,FALSE,5
353,Milk Powder,18.1191,4,Medium,16:20.7,Weak,TRUE,80
354,Crackers Cheez It,6.6975,10,Medium,14:18.3,Unknown,FALSE,0
355,Olives - Stuffed,59.1687,10,Low,12:24.5,Durable,FALSE,12
356,Dc - Frozen Momji,17.1274,10,High,26:12.7,Durable,Unknown,0
357,Tilapia - Fillets,6.8332,6,Medium,14:44.5,Durable,FALSE,0
358,"Cheese - Boursin, Garlic / Herbs",84.7111,4,Medium,14:14.5,Unknown,TRUE,0
359,Rice - Long Grain,69.0327,2,High,13:59.7,Durable,TRUE,96
360,Wine - Hardys Bankside Shiraz,52.2407,13,Medium,14:30.5,Durable,TRUE,89
361,Coffee Decaf Colombian,36.4516,8,Medium,54:23.0,Weak,TRUE,71
362,Cumin - Whole,53.3476,3,Medium,36:19.6,Durable,Unknown,0
363,Cornflakes,48.7712,5,High,29:29.1,Unknown,TRUE,0
364,Cattail Hearts,8.8429,10,High,48:18.1,Unknown,Unknown,0
365,"Wine - Red, Harrow Estates, Cab",12.6274,13,Medium,59:06.3,Weak,TRUE,95
366,Tahini Paste,80.4483,3,High,24:49.5,Unknown,FALSE,0
367,Bread - Italian Corn Meal Poly,63.8281,5,Medium,26:58.7,Unknown,TRUE,65
368,Flour - Teff,18.2978,2,Low,54:38.7,Unknown,FALSE,0
369,Rambutan,87.1785,10,Medium,10:23.3,Unknown,TRUE,10
370,Muffin - Carrot Individual Wrap,21.8806,5,Low,16:34.1,Weak,TRUE,0
371,Creme De Banane - Marie,82.4022,11,High,20:56.9,Durable,Unknown,0
372,Wine - Two Oceans Cabernet,6.2824,13,Low,32:24.6,Unknown,TRUE,0
373,Beef - Montreal Smoked Brisket,54.8719,7,Medium,32:33.2,Durable,FALSE,0
374,Jagermeister,49.3846,11,Low,28:06.9,Durable,FALSE,0
375,Snapple Lemon Tea,83.1755,5,High,13:39.0,Unknown,TRUE,80
376,Pasta - Angel Hair,40.8126,2,High,15:02.6,Durable,TRUE,51
377,"Wine - Red, Cooking",75.0785,13,Medium,59:21.1,Durable,FALSE,7
378,Bread Foccacia Whole,90.7877,2,High,20:22.7,Durable,FALSE,0
379,Smoked Paprika,89.3046,3,High,49:09.9,Unknown,FALSE,81
380,Wine - White Cab Sauv.on,85.9743,13,High,38:33.8,Unknown,TRUE,0
381,Vaccum Bag 10x13,44.2337,10,High,26:53.6,Unknown,Unknown,41
382,Soup - Campbells Bean Medley,51.7754,10,Medium,07:38.9,Weak,Unknown,0
383,Cake - Box Window 10x10x2.5,9.9694,1,High,34:54.7,Weak,Unknown,0
384,Fond - Neutral,56.5197,10,High,30:51.4,Unknown,TRUE,105
385,"Pork - Back, Short Cut, Boneless",22.7091,7,High,19:04.9,Durable,FALSE,97
386,Sprouts - Baby Pea Tendrils,42.7112,5,Medium,52:13.1,Weak,FALSE,0
387,Fondant - Icing,41.6386,10,High,30:39.4,Durable,FALSE,100
388,Table Cloth 120 Round White,13.5389,10,Medium,10:47.3,Durable,TRUE,0
389,Pomello,62.4447,10,Medium,55:26.4,Unknown,Unknown,103
390,"Seedlings - Mix, Organic",1.2956,10,Low,33:12.3,Unknown,FALSE,0
391,Bread - Bistro White,65.0908,2,Medium,01:03.0,Unknown,TRUE,72
392,Puree - Passion Fruit,98.8263,5,High,36:38.8,Unknown,TRUE,33
393,Olive - Spread Tapenade,59.9572,10,Low,08:26.3,Unknown,Unknown,0
394,Rum - Mount Gay Eclipes,50.1484,11,High,59:22.3,Durable,TRUE,76
395,Juice - Lime,91.7833,5,Low,46:44.7,Weak,TRUE,0
396,Tea - Jasmin Green,36.9165,8,High,53:03.6,Durable,FALSE,0
397,Juice - Happy Planet,20.8169,8,Medium,38:20.5,Weak,FALSE,70
398,Wine - Wyndham Estate Bin 777,42.3632,13,High,15:31.1,Weak,TRUE,67
399,Berry Brulee,50.9114,5,Medium,33:15.7,Unknown,TRUE,0
400,Carbonated Water - Blackcherry,18.1495,5,High,41:44.3,Durable,TRUE,0
401,"Tart Shells - Sweet, 4",53.3634,1,High,23:08.8,Unknown,Unknown,51
402,Butter - Unsalted,76.3275,4,High,40:10.2,Durable,Unknown,6
403,Liners - Baking Cups,68.1898,10,Medium,56:26.6,Unknown,Unknown,0
404,Pants Custom Dry Clean,65.028,10,Medium,21:02.3,Durable,FALSE,0
405,Pastry - Raisin Muffin - Mini,0.4278,1,Medium,12:00.5,Durable,TRUE,0
406,"Shrimp - Baby, Warm Water",89.7999,6,High,16:48.7,Durable,FALSE,0
407,"Pepsi - Diet, 355 Ml",69.7674,8,High,09:22.8,Weak,FALSE,0
408,Blueberries,68.7346,5,Low,48:13.7,Unknown,FALSE,0
409,Skirt - 29 Foot,23.522,10,Medium,00:39.3,Durable,Unknown,0
410,Fenngreek Seed,18.356,10,Low,57:21.9,Unknown,Unknown,91
411,Durian Fruit,42.0489,5,Low,26:51.6,Unknown,TRUE,0
412,Lettuce - California Mix,16.0456,5,High,54:21.8,Weak,TRUE,0
413,Ice Cream Bar - Oreo Cone,95.4065,4,High,25:04.6,Durable,FALSE,5
414,Sauerkraut,83.0585,10,Low,35:25.8,Durable,Unknown,87
415,Mussels - Frozen,8.0069,6,High,47:36.9,Durable,FALSE,0
416,Baking Powder,84.6763,10,Low,46:44.1,Weak,TRUE,0
417,"Lamb - Pieces, Diced",43.3781,7,Medium,01:24.9,Unknown,Unknown,12
418,Truffle Cups - Brown,92.2516,10,Low,58:37.6,Unknown,TRUE,0
419,Pork - Belly Fresh,86.1338,7,Low,29:13.2,Weak,TRUE,8
420,Whmis - Spray Bottle Trigger,69.9163,10,High,06:53.2,Weak,TRUE,0
421,Soup V8 Roasted Red Pepper,38.8096,5,High,54:10.2,Durable,FALSE,0
422,"Garlic - Primerba, Paste",50.2892,5,High,16:11.4,Weak,Unknown,60
423,"Fish - Scallops, Cold Smoked",55.8531,6,Medium,59:12.3,Unknown,Unknown,35
424,Vinegar - Tarragon,85.8828,3,Medium,37:11.0,Unknown,FALSE,0
425,Wine - Redchard Merritt,56.7898,13,Medium,15:31.2,Weak,Unknown,0
426,Scallops - Live In Shell,83.5759,6,Low,44:18.0,Unknown,Unknown,0
427,Wine - Vineland Estate Semi - Dry,46.3252,13,High,23:58.3,Durable,FALSE,0
428,Wine - Ruffino Chianti,4.7235,13,Medium,33:10.9,Unknown,TRUE,48
429,Beef - Short Loin,57.6013,7,High,41:22.2,Weak,FALSE,0
430,Milk - 1%,46.2589,4,Low,20:35.3,Durable,FALSE,84
431,Muffin Chocolate Individual Wrap,19.9957,1,Medium,36:42.1,Weak,FALSE,89
432,Beer - Original Organic Lager,32.7153,12,High,43:50.0,Unknown,FALSE,44
433,"Beans - Kidney, Red Dry",39.8762,7,Low,47:07.0,Durable,FALSE,11
434,Cookie - Dough Variety,71.1551,1,Low,07:25.5,Weak,TRUE,0
435,"Salsify, Organic",32.6109,10,High,15:25.0,Durable,TRUE,0
436,Table Cloth 81x81 White,67.9063,10,High,46:43.4,Unknown,FALSE,25
437,Chips Potato All Dressed - 43g,83.5856,5,High,11:12.2,Durable,Unknown,0
438,Juice - Orange,44.9415,5,Low,13:52.4,Durable,Unknown,0
439,"Beef - Chuck, Boneless",56.0919,7,Medium,18:51.0,Unknown,FALSE,108
440,Pork - Inside,32.9092,7,Low,02:16.2,Unknown,Unknown,0
441,Blackberries,72.9439,5,Medium,42:50.3,Weak,Unknown,0
442,Wine - Ej Gallo Sierra Valley,72.9041,13,Medium,42:25.6,Unknown,Unknown,106
443,Lettuce - Spring Mix,90.0169,5,Low,10:08.0,Unknown,FALSE,79
444,Cheese - Cambozola,44.0886,4,Low,58:04.5,Durable,Unknown,56
445,Pastry - Choclate Baked,59.2467,1,High,06:20.6,Weak,Unknown,76
446,Sunflower Seed Raw,49.0452,10,High,06:41.1,Unknown,Unknown,18
447,"Salmon - Atlantic, Skin On",3.4198,6,High,11:34.2,Unknown,TRUE,0
448,Gatorade - Xfactor Berry,76.8988,5,Low,33:00.5,Unknown,FALSE,0
449,Nantuket Peach Orange,42.1414,5,Low,11:45.4,Unknown,FALSE,0
450,Wine - Vidal Icewine Magnotta,7.107,13,Low,00:00.6,Unknown,Unknown,0
451,Soup - Campbells Tomato Ravioli,93.5384,5,Low,51:38.8,Durable,FALSE,0
452,Napkin White - Starched,28.5653,10,Low,39:42.9,Durable,Unknown,0
